nome_geografico,categoria,classe,uf,latitude,longitude
BR-101,TRA,Trecho_Rodoviario,ES,-203.397,-404.039
BR-101,TRA,Trecho_Rodoviario,ES,-203.423,-404.055
BR-101,TRA,Trecho_Rodoviario,ES,-203.387,-404.034
BR-101,TRA,Trecho_Rodoviario,ES,-203.369,-404.025
BR-101,TRA,Trecho_Rodoviario,ES,-203.359,-40.402
BR-101,TRA,Trecho_Rodoviario,ES,-193.181,-400.756
BR-101,TRA,Trecho_Rodoviario,ES,-193.699,-400.657
BR-101,TRA,Trecho_Rodoviario,ES,-211.514,-412.732
BR-101,TRA,Trecho_Rodoviario,ES,-203.359,-40.402
BR-101,TRA,Trecho_Rodoviario,ES,-203.353,-404.016
BR-101,TRA,Trecho_Rodoviario,ES,-203.353,-404.016
BR-101,TRA,Trecho_Rodoviario,ES,-203.348,-404.014
BR-101,TRA,Trecho_Rodoviario,ES,-203.346,-404.013
BR-101,TRA,Trecho_Rodoviario,ES,-203.333,-404.006
BR-101,TRA,Trecho_Rodoviario,ES,-193.846,-400.672
BR-101,TRA,Trecho_Rodoviario,ES,-19.17,-40.088
BR-101,TRA,Trecho_Rodoviario,ES,-202.703,-403.903
BR-101,TRA,Trecho_Rodoviario,ES,-202.272,-402.843
BR-101,TRA,Trecho_Rodoviario,ES,-202.662,-403.863
BR-101,TRA,Trecho_Rodoviario,ES,-191.216,-400.642
BR-101,TRA,Trecho_Rodoviario,ES,-202.546,-40.289
BR-101,TRA,Trecho_Rodoviario,ES,-202.413,-402.804
BR-101,TRA,Trecho_Rodoviario,ES,-202.413,-402.804
BR-101,TRA,Trecho_Rodoviario,ES,-202.388,-402.787
BR-101,TRA,Trecho_Rodoviario,ES,-202.258,-402.856
BR-101,TRA,Trecho_Rodoviario,ES,-202.255,-402.859
BR-101,TRA,Trecho_Rodoviario,ES,-20.322,-403.953
BR-101,TRA,Trecho_Rodoviario,ES,-202.302,-402.806
BR-101,TRA,Trecho_Rodoviario,ES,-202.312,-402.736
BR-101,TRA,Trecho_Rodoviario,ES,-197.167,-403.448
BR-101,TRA,Trecho_Rodoviario,ES,-203.192,-403.963
BR-101,TRA,Trecho_Rodoviario,ES,-202.299,-402.811
BR-101,TRA,Trecho_Rodoviario,ES,-208.139,-408.407
BR-101,TRA,Trecho_Rodoviario,ES,-208.108,-408.377
BR-101,TRA,Trecho_Rodoviario,ES,-208.145,-40.841
BR-101,TRA,Trecho_Rodoviario,ES,-203.171,-40.396
BR-101,TRA,Trecho_Rodoviario,ES,-203.154,-403.957
BR-101,TRA,Trecho_Rodoviario,ES,-202.217,-402.894
BR-101,TRA,Trecho_Rodoviario,ES,-201.452,-402.901
BR-101,TRA,Trecho_Rodoviario,ES,-20.312,-403.954
BR-101,TRA,Trecho_Rodoviario,ES,-201.448,-402.904
BR-101,TRA,Trecho_Rodoviario,ES,-201.141,-403.209
BR-101,TRA,Trecho_Rodoviario,ES,-203.104,-40.395
BR-101,TRA,Trecho_Rodoviario,ES,-201.141,-403.209
BR-101,TRA,Trecho_Rodoviario,ES,-202.182,-403.542
BR-101,TRA,Trecho_Rodoviario,ES,-201.912,-402.684
BR-101,TRA,Trecho_Rodoviario,ES,-203.092,-403.948
BR-101,TRA,Trecho_Rodoviario,ES,-203.071,-403.949
BR-101,TRA,Trecho_Rodoviario,ES,-202.932,-403.926
BR-101,TRA,Trecho_Rodoviario,ES,-191.861,-400.945
BR-101,TRA,Trecho_Rodoviario,ES,-206.274,-40.528
BR-101,TRA,Trecho_Rodoviario,ES,-201.822,-402.656
BR-101,TRA,Trecho_Rodoviario,ES,-201.898,-402.684
BR-101,TRA,Trecho_Rodoviario,ES,-201.901,-402.683
BR-101,TRA,Trecho_Rodoviario,ES,-202.316,-402.782
BR-101,TRA,Trecho_Rodoviario,ES,-201.437,-402.911
BR-101,TRA,Trecho_Rodoviario,ES,-201.006,-403.366
BR-101,TRA,Trecho_Rodoviario,ES,-201.006,-403.366
BR-101,TRA,Trecho_Rodoviario,ES,-201.433,-402.913
BR-101,TRA,Trecho_Rodoviario,ES,-202.313,-402.786
BR-101,TRA,Trecho_Rodoviario,ES,-206.276,-405.286
BR-101,TRA,Trecho_Rodoviario,ES,-206.281,-405.281
BR-101,TRA,Trecho_Rodoviario,ES,-201.419,-402.919
BR-101,TRA,Trecho_Rodoviario,ES,-189.008,-399.573
BR-101,TRA,Trecho_Rodoviario,ES,-200.457,-403.883
BR-101,TRA,Trecho_Rodoviario,ES,-201.387,-402.923
BR-101,TRA,Trecho_Rodoviario,ES,-200.432,-40.391
BR-101,TRA,Trecho_Rodoviario,ES,-189.044,-39.959
BR-101,TRA,Trecho_Rodoviario,ES,-197.496,-403.794
BR-101,TRA,Trecho_Rodoviario,ES,-19.755,-403.801
BR-101,TRA,Trecho_Rodoviario,ES,-202.313,-402.738
BR-101,TRA,Trecho_Rodoviario,ES,-19.758,-403.796
BR-101,TRA,Trecho_Rodoviario,ES,-202.294,-402.818
BR-101,TRA,Trecho_Rodoviario,ES,-202.977,-403.946
BR-101,TRA,Trecho_Rodoviario,ES,-200.565,-40.38
BR-101,TRA,Trecho_Rodoviario,ES,-20.067,-403.741
BR-101,TRA,Trecho_Rodoviario,ES,-202.385,-403.698
BR-101,TRA,Trecho_Rodoviario,ES,-202.298,-402.727
BR-101,TRA,Trecho_Rodoviario,ES,-198.225,-40.37
BR-101,TRA,Trecho_Rodoviario,ES,-200.318,-40.397
BR-101,TRA,Trecho_Rodoviario,ES,-198.263,-403.691
BR-101,TRA,Trecho_Rodoviario,ES,-198.297,-403.709
BR-101,TRA,Trecho_Rodoviario,ES,-202.322,-402.742
BR-101,TRA,Trecho_Rodoviario,ES,-191.346,-400.705
BR-101,TRA,Trecho_Rodoviario,ES,-188.275,-399.113
BR-101,TRA,Trecho_Rodoviario,ES,-202.313,-402.738
BR-101,TRA,Trecho_Rodoviario,ES,-198.923,-404.126
BR-101,TRA,Trecho_Rodoviario,ES,-206.435,-405.597
BR-101,TRA,Trecho_Rodoviario,ES,-206.453,-405.644
BR-101,TRA,Trecho_Rodoviario,ES,-206.277,-405.277
BR-101,TRA,Trecho_Rodoviario,ES,-20.651,-406.326
BR-101,TRA,Trecho_Rodoviario,ES,-202.117,-402.697
BR-101,TRA,Trecho_Rodoviario,ES,-193.547,-40.064
BR-101,TRA,Trecho_Rodoviario,ES,-193.684,-400.655
BR-101,TRA,Trecho_Rodoviario,ES,-204.055,-404.572
BR-101,TRA,Trecho_Rodoviario,ES,-20.129,-402.982
BR-101,TRA,Trecho_Rodoviario,ES,-209.652,-411.069
BR-101,TRA,Trecho_Rodoviario,ES,-199.373,-404.065
BR-101,TRA,Trecho_Rodoviario,ES,-209.537,-410.924
BR-101,TRA,Trecho_Rodoviario,ES,-209.478,-410.896
BR-101,TRA,Trecho_Rodoviario,ES,-209.221,-410.784
BR-101,TRA,Trecho_Rodoviario,ES,-201.349,-402.925
BR-101,TRA,Trecho_Rodoviario,ES,-199.665,-404.064
BR-101,TRA,Trecho_Rodoviario,ES,-208.898,-409.933
BR-101,TRA,Trecho_Rodoviario,ES,-208.936,-410.266
BR-101,TRA,Trecho_Rodoviario,ES,-209.043,-410.631
BR-101,TRA,Trecho_Rodoviario,ES,-201.282,-402.993
BR-101,TRA,Trecho_Rodoviario,ES,-201.278,-402.997
BR-101,TRA,Trecho_Rodoviario,ES,-181.938,-399.238
BR-101,TRA,Trecho_Rodoviario,ES,-201.245,-403.034
BR-101,TRA,Trecho_Rodoviario,ES,-201.243,-403.037
BR-101,TRA,Trecho_Rodoviario,ES,-201.782,-402.656
BR-101,TRA,Trecho_Rodoviario,ES,-202.165,-40.27
BR-101,TRA,Trecho_Rodoviario,ES,-201.356,-402.923
BR-101,TRA,Trecho_Rodoviario,ES,-199.518,-404.089
BR-101,TRA,Trecho_Rodoviario,ES,-205.325,-404.838
BR-101,TRA,Trecho_Rodoviario,ES,-205.023,-40.475
BR-101,TRA,Trecho_Rodoviario,ES,-205.729,-404.849
BR-101,TRA,Trecho_Rodoviario,ES,-205.227,-404.786
BR-101,TRA,Trecho_Rodoviario,ES,-191.866,-400.945
BR-101,TRA,Trecho_Rodoviario,ES,-182.171,-399.453
BR-101,TRA,Trecho_Rodoviario,ES,-183.376,-399.589
BR-101,TRA,Trecho_Rodoviario,ES,-183.848,-399.444
BR-101,TRA,Trecho_Rodoviario,ES,-186.359,-398.773
BR-101,TRA,Trecho_Rodoviario,ES,-208.988,-410.537
BR-101,TRA,Trecho_Rodoviario,ES,-208.917,-409.999
BR-101,TRA,Trecho_Rodoviario,ES,-209.021,-410.585
BR-101,TRA,Trecho_Rodoviario,ES,-209.605,-41.103
BR-101,TRA,Trecho_Rodoviario,ES,-199.973,-404.141
BR-101,TRA,Trecho_Rodoviario,ES,-199.945,-404.142
BR-101,TRA,Trecho_Rodoviario,ES,-199.407,-404.064
BR-101,TRA,Trecho_Rodoviario,ES,-199.301,-404.062
BR-101,TRA,Trecho_Rodoviario,ES,-199.271,-40.406
BR-101,TRA,Trecho_Rodoviario,ES,-202.232,-402.704
BR-101,TRA,Trecho_Rodoviario,ES,-191.876,-400.946
BR-101,TRA,Trecho_Rodoviario,ES,-183.014,-399.575
BR-101,TRA,Trecho_Rodoviario,ES,-184.289,-399.344
BR-101,TRA,Trecho_Rodoviario,ES,-201.822,-402.656
BR-101,TRA,Trecho_Rodoviario,ES,-201.793,-402.653
BR-101,TRA,Trecho_Rodoviario,ES,-201.801,-402.652
BR-101,TRA,Trecho_Rodoviario,ES,-202.304,-402.731
BR-101,TRA,Trecho_Rodoviario,ES,-192.084,-40.095
BR-101,TRA,Trecho_Rodoviario,ES,-193.647,-400.651
BR-101,TRA,Trecho_Rodoviario,ES,-206.551,-40.646
BR-101,TRA,Trecho_Rodoviario,ES,-197.597,-403.784
BR-101,TRA,Trecho_Rodoviario,ES,-206.506,-406.382
BR-101,TRA,Trecho_Rodoviario,ES,-199.829,-404.135
BR-101,TRA,Trecho_Rodoviario,ES,-201.977,-402.688
BR-101,TRA,Trecho_Rodoviario,ES,-196.855,-402.773
BR-101,TRA,Trecho_Rodoviario,ES,-195.788,-401.871
BR-101,TRA,Trecho_Rodoviario,ES,-194.073,-400.641
BR-101,TRA,Trecho_Rodoviario,ES,-201.899,-402.684
BR-101,TRA,Trecho_Rodoviario,ES,-196.823,-402.717
BR-101,TRA,Trecho_Rodoviario,ES,-202.366,-402.773
BR-101,TRA,Trecho_Rodoviario,ES,-197.327,-403.607
BR-101,TRA,Trecho_Rodoviario,ES,-187.638,-398.638
BR-101,TRA,Trecho_Rodoviario,ES,-197.285,-403.581
BR-101,TRA,Trecho_Rodoviario,ES,-196.811,-402.703
BR-101,TRA,Trecho_Rodoviario,ES,-197.108,-403.343
BR-101,TRA,Trecho_Rodoviario,ES,-196.758,-402.644
BR-101,TRA,Trecho_Rodoviario,ES,-195.736,-401.847
BR-101,TRA,Trecho_Rodoviario,ES,-202.285,-402.829
BR-101,TRA,Trecho_Rodoviario,ES,-197.363,-403.628
BR-101,TRA,Trecho_Rodoviario,ES,-196.048,-402.043
BR-101,TRA,Trecho_Rodoviario,ES,-202.302,-40.273
BR-101,TRA,Trecho_Rodoviario,ES,-195.754,-401.856
BR-101,TRA,Trecho_Rodoviario,ES,-18.307,-399.573
BR-101,TRA,Trecho_Rodoviario,ES,-196.916,-402.903
BR-101,TRA,Trecho_Rodoviario,ES,-196.588,-402.386
BR-101,TRA,Trecho_Rodoviario,ES,-203.139,-403.956
BR-101,TRA,Trecho_Rodoviario,ES,-202.308,-402.733
BR-101,TRA,Trecho_Rodoviario,ES,-198.644,-403.897
BR-101,TRA,Trecho_Rodoviario,ES,-198.659,-403.968
BR-101,TRA,Trecho_Rodoviario,ES,-202.317,-402.778
BR-101,TRA,Trecho_Rodoviario,ES,-191.971,-400.954
BR-101,TRA,Trecho_Rodoviario,ES,-20.33,-403.989
BR-101,TRA,Trecho_Rodoviario,ES,-192.011,-400.957
BR-101,TRA,Trecho_Rodoviario,ES,-20.651,-406.338
BR-101,TRA,Trecho_Rodoviario,ES,-20.744,-407.602
BR-101,TRA,Trecho_Rodoviario,ES,-193.209,-400.745
BR-101,TRA,Trecho_Rodoviario,ES,-193.922,-400.667
BR-101,TRA,Trecho_Rodoviario,ES,-210.089,-411.411
BR-101,TRA,Trecho_Rodoviario,ES,-193.768,-400.664
BR-101,TRA,Trecho_Rodoviario,ES,-202.752,-403.924
BR-101,TRA,Trecho_Rodoviario,ES,-210.279,-411.664
BR-101,TRA,Trecho_Rodoviario,ES,-20.338,-40.403
BR-101,TRA,Trecho_Rodoviario,ES,-208.825,-409.784
BR-101,TRA,Trecho_Rodoviario,ES,-202.021,-402.691
BR-101,TRA,Trecho_Rodoviario,ES,-202.065,-402.694
BR-101,TRA,Trecho_Rodoviario,ES,-210.344,-411.817
BR-101,TRA,Trecho_Rodoviario,ES,-20.75,-407.601
BR-101,TRA,Trecho_Rodoviario,ES,-210.262,-411.757
BR-101,TRA,Trecho_Rodoviario,ES,-207.943,-408.121
BR-101,TRA,Trecho_Rodoviario,ES,-207.943,-408.121
BR-101,TRA,Trecho_Rodoviario,ES,-201.177,-403.138
BR-101,TRA,Trecho_Rodoviario,ES,-198.289,-403.689
BR-101,TRA,Trecho_Rodoviario,ES,-202.817,-403.933
BR-101,TRA,Trecho_Rodoviario,ES,-202.823,-403.932
BR-101,TRA,Trecho_Rodoviario,ES,-204.307,-404.594
BR-101,TRA,Trecho_Rodoviario,ES,-204.377,-404.598
BR-101,TRA,Trecho_Rodoviario,ES,-210.233,-411.573
BR-101,TRA,Trecho_Rodoviario,ES,-210.625,-412.136
BR-101,TRA,Trecho_Rodoviario,ES,-195.813,-401.882
BR-101,TRA,Trecho_Rodoviario,ES,-210.207,-411.544
BR-101,TRA,Trecho_Rodoviario,ES,-210.157,-411.484
BR-101,TRA,Trecho_Rodoviario,ES,-211.183,-412.692
BR-101,TRA,Trecho_Rodoviario,ES,-20.005,-404.129
BR-101,TRA,Trecho_Rodoviario,ES,-194.638,-401.069
BR-101,TRA,Trecho_Rodoviario,ES,-211.077,-412.618
BR-101,TRA,Trecho_Rodoviario,ES,-18.756,-398.629
BR-101,TRA,Trecho_Rodoviario,ES,-201.873,-402.682
BR-101,TRA,Trecho_Rodoviario,ES,-202.629,-40.381
BR-101,TRA,Trecho_Rodoviario,ES,-20.265,-403.849
BR-101,TRA,Trecho_Rodoviario,ES,-206.525,-405.737
BR-101,TRA,Trecho_Rodoviario,ES,-202.275,-402.712
BR-101,TRA,Trecho_Rodoviario,ES,-184.016,-399.383
BR-101,TRA,Trecho_Rodoviario,ES,-187.267,-398.598
BR-101,TRA,Trecho_Rodoviario,ES,-183.121,-399.553
BR-101,TRA,Trecho_Rodoviario,ES,-187.264,-398.598
BR-101,TRA,Trecho_Rodoviario,ES,-200.842,-403.454
BR-101,TRA,Trecho_Rodoviario,ES,-202.739,-403.921
BR-101,TRA,Trecho_Rodoviario,ES,-188.096,-398.978
BR-101,TRA,Trecho_Rodoviario,ES,-188.167,-399.031
BR-101,TRA,Trecho_Rodoviario,ES,-199.796,-404.087
BR-101,TRA,Trecho_Rodoviario,ES,-207.211,-407.389
BR-101,TRA,Trecho_Rodoviario,ES,-201.956,-402.687
BR-101,TRA,Trecho_Rodoviario,ES,-194.689,-401.107
BR-101,TRA,Trecho_Rodoviario,ES,-205.801,-404.904
BR-101,TRA,Trecho_Rodoviario,ES,-195.922,-401.955
BR-101,TRA,Trecho_Rodoviario,ES,-193.989,-400.629
BR-101,TRA,Trecho_Rodoviario,ES,-19.824,-403.697
BR-101,TRA,Trecho_Rodoviario,ES,-198.233,-403.699
BR-101,TRA,Trecho_Rodoviario,ES,-204.733,-404.701
BR-101,TRA,Trecho_Rodoviario,ES,-208.431,-408.745
BR-101,TRA,Trecho_Rodoviario,ES,-210.722,-412.279
BR-101,TRA,Trecho_Rodoviario,ES,-208.308,-40.859
BR-101,TRA,Trecho_Rodoviario,ES,-198.702,-40.41
BR-101,TRA,Trecho_Rodoviario,ES,-19.874,-404.134
BR-101,TRA,Trecho_Rodoviario,ES,-198.233,-403.699
BR-101,TRA,Trecho_Rodoviario,ES,-193.916,-40.067
BR-101,TRA,Trecho_Rodoviario,ES,-21.102,-412.541
BR-101,TRA,Trecho_Rodoviario,ES,-204.199,-404.597
BR-101,TRA,Trecho_Rodoviario,ES,-209.583,-410.989
BR-101,TRA,Trecho_Rodoviario,ES,-211.269,-412.761
BR-101,TRA,Trecho_Rodoviario,ES,-200.151,-404.043
BR-101,TRA,Trecho_Rodoviario,ES,-200.164,-404.039
BR-101,TRA,Trecho_Rodoviario,ES,-208.196,-408.459
BR-101,TRA,Trecho_Rodoviario,ES,-18.754,-398.627
BR-101,TRA,Trecho_Rodoviario,ES,-187.513,-398.624
BR-101,TRA,Trecho_Rodoviario,ES,-208.049,-40.831
BR-101,TRA,Trecho_Rodoviario,ES,-18.995,-400.025
BR-101,TRA,Trecho_Rodoviario,ES,-190.303,-400.193
BR-101,TRA,Trecho_Rodoviario,ES,-187.332,-398.605
BR-101,TRA,Trecho_Rodoviario,ES,-18.738,-39.861
BR-101,TRA,Trecho_Rodoviario,ES,-207.994,-408.248
BR-101,TRA,Trecho_Rodoviario,ES,-207.959,-40.817
BR-101,TRA,Trecho_Rodoviario,ES,-207.619,-407.598
BR-101,TRA,Trecho_Rodoviario,ES,-207.351,-407.585
BR-101,TRA,Trecho_Rodoviario,ES,-197.629,-403.744
BR-101,TRA,Trecho_Rodoviario,ES,-206.983,-407.129
BR-101,TRA,Trecho_Rodoviario,ES,-199.305,-404.062
BR-101,TRA,Trecho_Rodoviario,ES,-199.308,-40.406
BR-101,TRA,Trecho_Rodoviario,ES,-206.624,-406.016
BR-101,TRA,Trecho_Rodoviario,ES,-206.721,-406.642
BR-101,TRA,Trecho_Rodoviario,ES,-206.599,-406.112
BR-101,TRA,Trecho_Rodoviario,ES,-206.601,-405.878
BR-101,TRA,Trecho_Rodoviario,ES,-206.547,-406.239
BR-101,TRA,Trecho_Rodoviario,ES,-202.833,-403.932
BR-101,TRA,Trecho_Rodoviario,ES,-206.514,-406.313
BR-101,TRA,Trecho_Rodoviario,ES,-206.388,-405.445
BR-101,TRA,Trecho_Rodoviario,ES,-206.032,-405.027
BR-101,TRA,Trecho_Rodoviario,ES,-205.907,-404.986
BR-101,TRA,Trecho_Rodoviario,ES,-205.601,-404.803
BR-101,TRA,Trecho_Rodoviario,ES,-204.746,-404.708
BR-101,TRA,Trecho_Rodoviario,ES,-202.285,-402.829
BR-101,TRA,Trecho_Rodoviario,ES,-202.596,-403.777
BR-101,TRA,Trecho_Rodoviario,ES,-204.862,-404.764
BR-101,TRA,Trecho_Rodoviario,ES,-202.332,-402.748
BR-101,TRA,Trecho_Rodoviario,ES,-204.783,-404.714
BR-101,TRA,Trecho_Rodoviario,ES,-20.454,-404.629
BR-101,TRA,Trecho_Rodoviario,ES,-199.345,-404.052
BR-101,TRA,Trecho_Rodoviario,ES,-204.263,-404.605
BR-101,TRA,Trecho_Rodoviario,ES,-200.195,-404.031
BR-101,TRA,Trecho_Rodoviario,ES,-200.778,-403.515
BR-101,TRA,Trecho_Rodoviario,ES,-200.682,-403.666
BR-101,TRA,Trecho_Rodoviario,ES,-200.279,-40.398
BR-101,TRA,Trecho_Rodoviario,ES,-209.733,-411.106
BR-101,TRA,Trecho_Rodoviario,ES,-202.304,-402.731
BR-101,TRA,Trecho_Rodoviario,ES,-200.242,-403.997
BR-101,TRA,Trecho_Rodoviario,ES,-195.834,-401.892
BR-101,TRA,Trecho_Rodoviario,ES,-206.159,-405.151
BR-101,TRA,Trecho_Rodoviario,ES,-198.658,-403.856
BR-101,TRA,Trecho_Rodoviario,ES,-195.307,-401.547
BR-101,TRA,Trecho_Rodoviario,ES,-200.961,-403.396
BR-101,TRA,Trecho_Rodoviario,ES,-195.813,-401.882
BR-101,TRA,Trecho_Rodoviario,ES,-200.985,-403.382
BR-101,TRA,Trecho_Rodoviario,ES,-201.759,-402.662
BR-101,TRA,Trecho_Rodoviario,ES,-201.127,-403.236
BR-101,TRA,Trecho_Rodoviario,ES,-201.709,-402.687
BR-101,TRA,Trecho_Rodoviario,ES,-201.693,-402.702
BR-101,TRA,Trecho_Rodoviario,ES,-201.638,-402.744
BR-101,TRA,Trecho_Rodoviario,ES,-201.493,-402.794
BR-101,TRA,Trecho_Rodoviario,ES,-202.896,-403.918
BR-101,TRA,Trecho_Rodoviario,ES,-201.282,-402.993
BR-101,TRA,Trecho_Rodoviario,ES,-209.858,-411.184
BR-101,TRA,Trecho_Rodoviario,ES,-209.969,-411.274
BR-101,TRA,Trecho_Rodoviario,ES,-20.265,-403.849
BR-101,TRA,Trecho_Rodoviario,ES,-21.082,-412.397
BR-101,TRA,Trecho_Rodoviario,ES,-18.421,-399.355
BR-101,TRA,Trecho_Rodoviario,ES,-210.829,-412.417
BR-101,TRA,Trecho_Rodoviario,ES,-202.581,-403.774
BR-101,TRA,Trecho_Rodoviario,ES,-202.554,-403.754
BR-101,TRA,Trecho_Rodoviario,ES,-203.011,-403.953
BR-101,TRA,Trecho_Rodoviario,ES,-193.684,-400.655
BR-101,TRA,Trecho_Rodoviario,ES,-202.958,-403.937
BR-101,TRA,Trecho_Rodoviario,ES,-202.957,-403.937
BR-101,TRA,Trecho_Rodoviario,ES,-199.751,-404.072
BR-101,TRA,Trecho_Rodoviario,ES,-199.128,-404.067
BR-101,TRA,Trecho_Rodoviario,ES,-198.159,-403.669
BR-101,TRA,Trecho_Rodoviario,ES,-193.853,-400.673
BR-101,TRA,Trecho_Rodoviario,ES,-193.833,-400.671
BR-101,TRA,Trecho_Rodoviario,ES,-193.813,-400.669
BR-101,TRA,Trecho_Rodoviario,ES,-208.807,-409.702
BR-101,TRA,Trecho_Rodoviario,ES,-193.859,-400.674
BR-101,TRA,Trecho_Rodoviario,ES,-193.855,-400.673
BR-101,TRA,Trecho_Rodoviario,ES,-182.705,-399.596
BR-101,TRA,Trecho_Rodoviario,ES,-182.612,-399.554
BR-101,TRA,Trecho_Rodoviario,ES,-183.987,-399.393
BR-101,TRA,Trecho_Rodoviario,ES,-210.811,-412.374
BR-101,TRA,Trecho_Rodoviario,ES,-182.939,-399.565
BR-101,TRA,Trecho_Rodoviario,ES,-207.395,-407.606
BR-101,TRA,Trecho_Rodoviario,ES,-194.059,-400.622
BR-101,TRA,Trecho_Rodoviario,ES,-210.777,-412.312
BR-101,TRA,Trecho_Rodoviario,ES,-194.035,-400.607
BR-101,TRA,Trecho_Rodoviario,ES,-194.051,-400.613
BR-101,TRA,Trecho_Rodoviario,ES,-194.049,-400.611
BR-101,TRA,Trecho_Rodoviario,ES,-20.937,-410.816
BR-101,TRA,Trecho_Rodoviario,ES,-209.326,-410.793
BR-101,TRA,Trecho_Rodoviario,ES,-182.825,-399.567
BR-101,TRA,Trecho_Rodoviario,ES,-208.658,-40.912
BR-101,TRA,Trecho_Rodoviario,ES,-20.866,-409.028
BR-101,TRA,Trecho_Rodoviario,ES,-208.662,-408.894
BR-101,TRA,Trecho_Rodoviario,ES,-208.573,-408.766
BR-101,TRA,Trecho_Rodoviario,ES,-209.188,-410.753
BR-101,TRA,Trecho_Rodoviario,ES,-18.433,-399.338
BR-101,TRA,Trecho_Rodoviario,ES,-20.628,-405.326
BR-101,TRA,Trecho_Rodoviario,ES,-211.389,-412.773
BR-101,TRA,Trecho_Rodoviario,ES,-206.281,-405.292
BR-101,TRA,Trecho_Rodoviario,ES,-201.977,-402.688
BR-101,TRA,Trecho_Rodoviario,ES,-205.214,-404.783
BR-101,TRA,Trecho_Rodoviario,ES,-205.132,-404.768
BR-101,TRA,Trecho_Rodoviario,ES,-202.322,-402.747
BR-101,TRA,Trecho_Rodoviario,ES,-201.849,-402.673
BR-101,TRA,Trecho_Rodoviario,ES,-201.832,-402.661
BR-101,TRA,Trecho_Rodoviario,ES,-202.181,-402.701
BR-101,TRA,Trecho_Rodoviario,ES,-20.221,-402.702
BR-101,TRA,Trecho_Rodoviario,ES,-20.221,-402.702
BR-101,TRA,Trecho_Rodoviario,ES,-202.232,-402.704
BR-101,TRA,Trecho_Rodoviario,ES,-202.243,-402.704
BR-101,TRA,Trecho_Rodoviario,ES,-202.258,-402.856
BR-101,TRA,Trecho_Rodoviario,ES,-202.262,-402.707
BR-101,TRA,Trecho_Rodoviario,ES,-202.243,-402.704
BR-101,TRA,Trecho_Rodoviario,ES,-194.693,-401.109
BR-101,TRA,Trecho_Rodoviario,ES,-204.117,-404.592
BR-101,TRA,Trecho_Rodoviario,ES,-202.279,-402.836
BR-101,TRA,Trecho_Rodoviario,ES,-202.286,-402.719
BR-101,TRA,Trecho_Rodoviario,ES,-202.307,-402.797
BR-101,TRA,Trecho_Rodoviario,ES,-202.302,-402.806
BR-101,TRA,Trecho_Rodoviario,ES,-202.309,-402.794
BR-101,TRA,Trecho_Rodoviario,ES,-202.309,-402.794
BR-101,TRA,Trecho_Rodoviario,ES,-202.272,-402.843
BR-101,TRA,Trecho_Rodoviario,ES,-194.219,-400.772
BR-101,TRA,Trecho_Rodoviario,ES,-192.732,-400.881
BR-101,TRA,Trecho_Rodoviario,ES,-202.316,-402.782
BR-101,TRA,Trecho_Rodoviario,ES,-202.325,-402.764
BR-101,TRA,Trecho_Rodoviario,ES,-202.322,-402.742
BR-101,TRA,Trecho_Rodoviario,ES,-202.346,-402.758
BR-101,TRA,Trecho_Rodoviario,ES,-202.341,-402.755
BR-101,TRA,Trecho_Rodoviario,ES,-202.351,-402.762
BR-101,TRA,Trecho_Rodoviario,ES,-202.346,-402.758
BR-101,TRA,Trecho_Rodoviario,ES,-210.926,-412.492
BR-101,TRA,Trecho_Rodoviario,ES,-212.012,-41.301
BR-101,TRA,Trecho_Rodoviario,ES,-210.272,-411.778
BR-101,TRA,Trecho_Rodoviario,ES,-202.148,-402.699
BR-101,TRA,Trecho_Rodoviario,ES,-202.136,-402.698
BR-101,TRA,Trecho_Rodoviario,ES,-187.915,-398.842
BR-101,TRA,Trecho_Rodoviario,ES,-192.485,-400.908
BR-101,TRA,Trecho_Rodoviario,ES,-20.22,-402.702
BR-101,TRA,Trecho_Rodoviario,ES,-204.157,-404.599
BR-101,TRA,Trecho_Rodoviario,ES,-197.011,-403.131
BR-101,TRA,Trecho_Rodoviario,ES,-197.007,-403.089
BR-101,TRA,Trecho_Rodoviario,ES,-195.445,-401.645
BR-101,TRA,Trecho_Rodoviario,ES,-195.936,-401.969
BR-101,TRA,Trecho_Rodoviario,ES,-195.586,-40.174
BR-101,TRA,Trecho_Rodoviario,ES,-193.896,-400.676
BR-101,TRA,Trecho_Rodoviario,ES,-193.499,-400.635
BR-101,TRA,Trecho_Rodoviario,ES,-193.357,-40.067
BR-101,TRA,Trecho_Rodoviario,ES,-195.019,-401.318
BR-101,TRA,Trecho_Rodoviario,ES,-193.233,-400.735
BR-101,TRA,Trecho_Rodoviario,ES,-193.233,-400.735
BR-101,TRA,Trecho_Rodoviario,ES,-193.255,-400.725
BR-101,TRA,Trecho_Rodoviario,ES,-193.258,-400.723
BR-101,TRA,Trecho_Rodoviario,ES,-193.441,-400.637
BR-101,TRA,Trecho_Rodoviario,ES,-193.796,-400.667
BR-101,TRA,Trecho_Rodoviario,ES,-193.801,-400.668
BR-101,TRA,Trecho_Rodoviario,ES,-193.871,-400.675
BR-101,TRA,Trecho_Rodoviario,ES,-19.388,-400.676
BR-101,TRA,Trecho_Rodoviario,ES,-193.947,-400.653
BR-101,TRA,Trecho_Rodoviario,ES,-193.958,-400.646
BR-101,TRA,Trecho_Rodoviario,ES,-19.398,-400.633
BR-101,TRA,Trecho_Rodoviario,ES,-194.055,-400.617
